relation_idx,relation_name,source_factor,donor_factor,source_idx,donor_idx,source_target_id,donor_target_id,source_target_token,donor_target_token,source_target_clerp,donor_target_clerp,n_source_features,n_donor_features,clean_top1,clean_top1_token,steered_top1,steered_top1_token,top5_ids,top5_tokens,top5_probs,clean_top1_is_source_exact,clean_top1_is_source,top1_is_donor_exact,top1_is_donor,top5_has_donor_exact,top5_has_donor,success_exact,success,p_source_clean,p_source_steered,p_donor_clean,p_donor_steered
0,capital_country,-2.0,2.0,0,1,38365,204061, jordan, greece,"Output "" jordan"" (p=0.385)","Output "" greece"" (p=0.883)",16,11,38365, jordan,5478, Ha,5478|586|1877|2524|747, Ha| A| As| Ab| K,0.27707362|0.089952633|0.033091724|0.029203342|0.02577186,1,1,0,0,0,0,0,0,0.4005832374095917,2.806781367326039e-06,8.150601934175938e-05,2.5849564266877678e-08
0,capital_country,-2.0,4.0,0,1,38365,204061, jordan, greece,"Output "" jordan"" (p=0.385)","Output "" greece"" (p=0.883)",16,11,38365, jordan,586, A,586|570|752|5478|637, A| S| U| Ha| E,0.16252336|0.11170056|0.098575398|0.076770604|0.059789009,1,1,0,0,0,0,0,0,0.4005832374095917,0.0001307879138039425,8.150601934175938e-05,1.1428121069911867e-05
0,capital_country,-2.0,8.0,0,1,38365,204061, jordan, greece,"Output "" jordan"" (p=0.385)","Output "" greece"" (p=0.883)",16,11,38365, jordan,12919, hung,12919|20940|4641|64028|37142, hung| swit| nor| bots| turkey,0.79807585|0.084116571|0.024099803|0.01461727|0.012899695,1,1,0,0,0,0,0,0,0.4005832374095917,1.3329224202607293e-05,8.150601934175938e-05,0.0013596179196611047
0,capital_country,-2.0,2.0,0,3,38365,709, jordan, le,"Output "" jordan"" (p=0.385)","Output "" le"" (p=0.719)",16,2,38365, jordan,5478, Ha,5478|5861|9830|5213|1877, Ha| Ca| Ka| Da| As,0.138662|0.08410275|0.065499291|0.065499291|0.057802919,1,1,0,0,0,0,0,0,0.4005832374095917,2.915276731130234e-08,0.018735527992248535,2.293042768997111e-07
0,capital_country,-2.0,4.0,0,3,38365,709, jordan, le,"Output "" jordan"" (p=0.385)","Output "" le"" (p=0.719)",16,2,38365, jordan,11965, Israel,11965|30550|5478|20461|5861, Israel| Saudi| Ha| Egypt| Ca,0.10362706|0.080704838|0.062852986|0.03812227|0.03364278,1,1,0,0,0,0,0,0,0.4005832374095917,1.1064302896102163e-07,0.018735527992248535,1.8423719438942499e-06
0,capital_country,-2.0,8.0,0,3,38365,709, jordan, le,"Output "" jordan"" (p=0.385)","Output "" le"" (p=0.719)",16,2,38365, jordan,11965, Israel,11965|30550|20461|53731|40312, Israel| Saudi| Egypt| Cairo| Qatar,0.26112711|0.17946988|0.066023275|0.031187188|0.024288606,1,1,0,0,0,0,0,0,0.4005832374095917,2.0196672778638458e-08,0.018735527992248535,1.4158961221255595e-06
0,capital_country,-2.0,2.0,0,4,38365,77341, jordan, germany,"Output "" jordan"" (p=0.385)","Output "" germany"" (p=0.961)",16,10,38365, jordan,5213, Da,5213|5861|2649|6886|5478, Da| Ca| Che| Bal| Ha,0.43899661|0.11099572|0.097953387|0.03180081|0.03180081,1,1,0,0,0,0,0,0,0.4005832374095917,1.0253173865493181e-09,0.0007264552405104041,1.7817344821757786e-10
0,capital_country,-2.0,4.0,0,4,38365,77341, jordan, germany,"Output "" jordan"" (p=0.385)","Output "" germany"" (p=0.961)",16,10,38365, jordan,5213, Da,5213|2649|5861|6886|585, Da| Che| Ca| Bal| C,0.58719587|0.21601731|0.054617722|0.022768054|0.01564824,1,1,0,0,0,0,0,0,0.4005832374095917,5.6606528492375574e-11,0.0007264552405104041,4.9955081737884655e-11
0,capital_country,-2.0,8.0,0,4,38365,77341, jordan, germany,"Output "" jordan"" (p=0.385)","Output "" germany"" (p=0.961)",16,10,38365, jordan,5213, Da,5213|2649|11124|10855|125147, Da| Che| Russia| Ros| CRS,0.4609212|0.13205613|0.062378898|0.048580736|0.042872347,1,1,0,0,0,0,0,0,0.4005832374095917,1.1724293953220555e-13,0.0007264552405104041,1.6184888715700674e-12
0,capital_country,-2.0,2.0,0,5,38365,2100, jordan, bel,"Output "" jordan"" (p=0.385)","Output "" bel"" (p=0.789)",16,3,38365, jordan,5478, Ha,5478|5861|5213|1877|687, Ha| Ca| Da| As| O,0.13814339|0.10758618|0.073942833|0.073942833|0.044848595,1,1,0,0,0,0,0,0,0.4005832374095917,1.8567037907146755e-09,2.4857929020072334e-05,9.938220246752394e-10
